"Season1","Community1","Season2","Community2","SharedBirds","LostBirds","GainedBirds","Shared","Union","Jaccard"
"Fall 2025 Pre-Nesting_Communities",12,"Summer 2026 Post-Fledging_Communities",8,"","ROR, ROY, SWS, WBO","PND, RNO",0,6,0
"Fall 2025 Pre-Nesting_Communities",12,"Summer 2026 Post-Fledging_Communities",9,"","ROR, ROY, SWS, WBO","RGT, SGB, STT",0,7,0
"Fall 2025 Pre-Nesting_Communities",12,"Summer 2026 Post-Fledging_Communities",10,"","ROR, ROY, SWS, WBO","RTT, WYD",0,6,0
"Fall 2025 Pre-Nesting_Communities",12,"Summer 2026 Post-Fledging_Communities",11,"","ROR, ROY, SWS, WBO","SDO, SWT",0,6,0
"Fall 2025 Pre-Nesting_Communities",12,"Summer 2026 Post-Fledging_Communities",12,"","ROR, ROY, SWS, WBO","SNR (was SNO), WNS, YDW",0,7,0
"Fall 2025 Pre-Nesting_Communities",12,"Summer 2026 Post-Fledging_Communities",13,"","ROR, ROY, SWS, WBO","WOG, WSY, YBN",0,7,0
"Fall 2025 Pre-Nesting_Communities",12,"Summer 2026 Post-Fledging_Communities",14,"","ROR, ROY, SWS, WBO","YSR, RDO",0,6,0
"Fall 2025 Pre-Nesting_Communities",13,"Summer 2026 Post-Fledging_Communities",1,"","RRD, RRR, RRY, SDO, SWT","CRY, GDN (was GDY), GPR, WDD, YRP, YYN (was YNO)",0,11,0
"Fall 2025 Pre-Nesting_Communities",13,"Summer 2026 Post-Fledging_Communities",2,"","RRD, RRR, RRY, SDO, SWT","GBO (was GPT), GPW, GSN, WDY, YGD",0,10,0
"Fall 2025 Pre-Nesting_Communities",13,"Summer 2026 Post-Fledging_Communities",3,"","RRD, RRR, RRY, SDO, SWT","GDO, WPS, YGY",0,8,0
"Fall 2025 Pre-Nesting_Communities",13,"Summer 2026 Post-Fledging_Communities",4,"","RRD, RRR, RRY, SDO, SWT","GNG, PDN, SDR, SDT, SSS, SWB, SYO",0,12,0
"Fall 2025 Pre-Nesting_Communities",13,"Summer 2026 Post-Fledging_Communities",5,"","RRD, RRR, RRY, SDO, SWT","GPB, ROW, SPW, WNP, WPB, YOD",0,11,0
"Fall 2025 Pre-Nesting_Communities",13,"Summer 2026 Post-Fledging_Communities",6,"","RRD, RRR, RRY, SDO, SWT","GTP, SOG, SPT, WPG, YPS",0,10,0
"Fall 2025 Pre-Nesting_Communities",13,"Summer 2026 Post-Fledging_Communities",7,"","RRD, RRR, RRY, SDO, SWT","NRO, NSS, WPD, YDT, YWS",0,10,0
"Fall 2025 Pre-Nesting_Communities",13,"Summer 2026 Post-Fledging_Communities",8,"","RRD, RRR, RRY, SDO, SWT","PND, RNO",0,7,0
"Fall 2025 Pre-Nesting_Communities",13,"Summer 2026 Post-Fledging_Communities",9,"","RRD, RRR, RRY, SDO, SWT","RGT, SGB, STT",0,8,0
"Fall 2025 Pre-Nesting_Communities",13,"Summer 2026 Post-Fledging_Communities",10,"","RRD, RRR, RRY, SDO, SWT","RTT, WYD",0,7,0
"Fall 2025 Pre-Nesting_Communities",13,"Summer 2026 Post-Fledging_Communities",11,"SDO, SWT","RRD, RRR, RRY","",2,5,0.4
"Fall 2025 Pre-Nesting_Communities",13,"Summer 2026 Post-Fledging_Communities",12,"","RRD, RRR, RRY, SDO, SWT","SNR (was SNO), WNS, YDW",0,8,0
"Fall 2025 Pre-Nesting_Communities",13,"Summer 2026 Post-Fledging_Communities",13,"","RRD, RRR, RRY, SDO, SWT","WOG, WSY, YBN",0,8,0
"Fall 2025 Pre-Nesting_Communities",13,"Summer 2026 Post-Fledging_Communities",14,"","RRD, RRR, RRY, SDO, SWT","YSR, RDO",0,7,0
"Fall 2025 Pre-Nesting_Communities",14,"Summer 2026 Post-Fledging_Communities",1,"","WBT, YWD","CRY, GDN (was GDY), GPR, WDD, YRP, YYN (was YNO)",0,8,0
"Fall 2025 Pre-Nesting_Communities",14,"Summer 2026 Post-Fledging_Communities",2,"","WBT, YWD","GBO (was GPT), GPW, GSN, WDY, YGD",0,7,0
"Fall 2025 Pre-Nesting_Communities",14,"Summer 2026 Post-Fledging_Communities",3,"","WBT, YWD","GDO, WPS, YGY",0,5,0
"Fall 2025 Pre-Nesting_Communities",14,"Summer 2026 Post-Fledging_Communities",4,"","WBT, YWD","GNG, PDN, SDR, SDT, SSS, SWB, SYO",0,9,0
"Fall 2025 Pre-Nesting_Communities",14,"Summer 2026 Post-Fledging_Communities",5,"","WBT, YWD","GPB, ROW, SPW, WNP, WPB, YOD",0,8,0
"Fall 2025 Pre-Nesting_Communities",14,"Summer 2026 Post-Fledging_Communities",6,"","WBT, YWD","GTP, SOG, SPT, WPG, YPS",0,7,0
"Fall 2025 Pre-Nesting_Communities",14,"Summer 2026 Post-Fledging_Communities",7,"","WBT, YWD","NRO, NSS, WPD, YDT, YWS",0,7,0
"Fall 2025 Pre-Nesting_Communities",14,"Summer 2026 Post-Fledging_Communities",8,"","WBT, YWD","PND, RNO",0,4,0
"Fall 2025 Pre-Nesting_Communities",14,"Summer 2026 Post-Fledging_Communities",9,"","WBT, YWD","RGT, SGB, STT",0,5,0
"Fall 2025 Pre-Nesting_Communities",14,"Summer 2026 Post-Fledging_Communities",10,"","WBT, YWD","RTT, WYD",0,4,0
"Fall 2025 Pre-Nesting_Communities",14,"Summer 2026 Post-Fledging_Communities",11,"","WBT, YWD","SDO, SWT",0,4,0
"Fall 2025 Pre-Nesting_Communities",14,"Summer 2026 Post-Fledging_Communities",12,"","WBT, YWD","SNR (was SNO), WNS, YDW",0,5,0
"Fall 2025 Pre-Nesting_Communities",14,"Summer 2026 Post-Fledging_Communities",13,"","WBT, YWD","WOG, WSY, YBN",0,5,0
"Fall 2025 Pre-Nesting_Communities",14,"Summer 2026 Post-Fledging_Communities",14,"","WBT, YWD","YSR, RDO",0,4,0
"Fall 2025 Pre-Nesting_Communities",15,"Summer 2026 Post-Fledging_Communities",1,"","WOG, WSY, YBN","CRY, GDN (was GDY), GPR, WDD, YRP, YYN (was YNO)",0,9,0
"Fall 2025 Pre-Nesting_Communities",15,"Summer 2026 Post-Fledging_Communities",2,"","WOG, WSY, YBN","GBO (was GPT), GPW, GSN, WDY, YGD",0,8,0
"Fall 2025 Pre-Nesting_Communities",15,"Summer 2026 Post-Fledging_Communities",3,"","WOG, WSY, YBN","GDO, WPS, YGY",0,6,0
"Fall 2025 Pre-Nesting_Communities",15,"Summer 2026 Post-Fledging_Communities",4,"","WOG, WSY, YBN","GNG, PDN, SDR, SDT, SSS, SWB, SYO",0,10,0
"Fall 2025 Pre-Nesting_Communities",15,"Summer 2026 Post-Fledging_Communities",5,"","WOG, WSY, YBN","GPB, ROW, SPW, WNP, WPB, YOD",0,9,0
"Fall 2025 Pre-Nesting_Communities",15,"Summer 2026 Post-Fledging_Communities",6,"","WOG, WSY, YBN","GTP, SOG, SPT, WPG, YPS",0,8,0
"Fall 2025 Pre-Nesting_Communities",15,"Summer 2026 Post-Fledging_Communities",7,"","WOG, WSY, YBN","NRO, NSS, WPD, YDT, YWS",0,8,0
"Fall 2025 Pre-Nesting_Communities",15,"Summer 2026 Post-Fledging_Communities",8,"","WOG, WSY, YBN","PND, RNO",0,5,0
"Fall 2025 Pre-Nesting_Communities",15,"Summer 2026 Post-Fledging_Communities",9,"","WOG, WSY, YBN","RGT, SGB, STT",0,6,0
"Fall 2025 Pre-Nesting_Communities",15,"Summer 2026 Post-Fledging_Communities",10,"","WOG, WSY, YBN","RTT, WYD",0,5,0
"Fall 2025 Pre-Nesting_Communities",15,"Summer 2026 Post-Fledging_Communities",11,"","WOG, WSY, YBN","SDO, SWT",0,5,0
"Fall 2025 Pre-Nesting_Communities",15,"Summer 2026 Post-Fledging_Communities",12,"","WOG, WSY, YBN","SNR (was SNO), WNS, YDW",0,6,0
"Fall 2025 Pre-Nesting_Communities",15,"Summer 2026 Post-Fledging_Communities",13,"WOG, WSY, YBN","","",3,3,1
"Fall 2025 Pre-Nesting_Communities",15,"Summer 2026 Post-Fledging_Communities",14,"","WOG, WSY, YBN","YSR, RDO",0,5,0
"Fall 2025 Pre-Nesting_Communities",16,"Summer 2026 Post-Fledging_Communities",1,"","WWB, YDW","CRY, GDN (was GDY), GPR, WDD, YRP, YYN (was YNO)",0,8,0
"Fall 2025 Pre-Nesting_Communities",16,"Summer 2026 Post-Fledging_Communities",2,"","WWB, YDW","GBO (was GPT), GPW, GSN, WDY, YGD",0,7,0
"Fall 2025 Pre-Nesting_Communities",16,"Summer 2026 Post-Fledging_Communities",3,"","WWB, YDW","GDO, WPS, YGY",0,5,0
"Fall 2025 Pre-Nesting_Communities",16,"Summer 2026 Post-Fledging_Communities",4,"","WWB, YDW","GNG, PDN, SDR, SDT, SSS, SWB, SYO",0,9,0
"Fall 2025 Pre-Nesting_Communities",16,"Summer 2026 Post-Fledging_Communities",5,"","WWB, YDW","GPB, ROW, SPW, WNP, WPB, YOD",0,8,0
"Fall 2025 Pre-Nesting_Communities",16,"Summer 2026 Post-Fledging_Communities",6,"","WWB, YDW","GTP, SOG, SPT, WPG, YPS",0,7,0
"Fall 2025 Pre-Nesting_Communities",16,"Summer 2026 Post-Fledging_Communities",7,"","WWB, YDW","NRO, NSS, WPD, YDT, YWS",0,7,0
"Fall 2025 Pre-Nesting_Communities",16,"Summer 2026 Post-Fledging_Communities",8,"","WWB, YDW","PND, RNO",0,4,0
"Fall 2025 Pre-Nesting_Communities",16,"Summer 2026 Post-Fledging_Communities",9,"","WWB, YDW","RGT, SGB, STT",0,5,0
"Fall 2025 Pre-Nesting_Communities",16,"Summer 2026 Post-Fledging_Communities",10,"","WWB, YDW","RTT, WYD",0,4,0
"Fall 2025 Pre-Nesting_Communities",16,"Summer 2026 Post-Fledging_Communities",11,"","WWB, YDW","SDO, SWT",0,4,0
"Fall 2025 Pre-Nesting_Communities",16,"Summer 2026 Post-Fledging_Communities",12,"YDW","WWB","SNR (was SNO), WNS",1,4,0.25
"Fall 2025 Pre-Nesting_Communities",16,"Summer 2026 Post-Fledging_Communities",13,"","WWB, YDW","WOG, WSY, YBN",0,5,0
"Fall 2025 Pre-Nesting_Communities",16,"Summer 2026 Post-Fledging_Communities",14,"","WWB, YDW","YSR, RDO",0,4,0
"Fall 2025 Pre-Nesting_Communities",17,"Summer 2026 Post-Fledging_Communities",1,"","YDT, YWS","CRY, GDN (was GDY), GPR, WDD, YRP, YYN (was YNO)",0,8,0
"Fall 2025 Pre-Nesting_Communities",17,"Summer 2026 Post-Fledging_Communities",2,"","YDT, YWS","GBO (was GPT), GPW, GSN, WDY, YGD",0,7,0
"Fall 2025 Pre-Nesting_Communities",17,"Summer 2026 Post-Fledging_Communities",3,"","YDT, YWS","GDO, WPS, YGY",0,5,0
"Fall 2025 Pre-Nesting_Communities",17,"Summer 2026 Post-Fledging_Communities",4,"","YDT, YWS","GNG, PDN, SDR, SDT, SSS, SWB, SYO",0,9,0
"Fall 2025 Pre-Nesting_Communities",17,"Summer 2026 Post-Fledging_Communities",5,"","YDT, YWS","GPB, ROW, SPW, WNP, WPB, YOD",0,8,0
"Fall 2025 Pre-Nesting_Communities",17,"Summer 2026 Post-Fledging_Communities",6,"","YDT, YWS","GTP, SOG, SPT, WPG, YPS",0,7,0
"Fall 2025 Pre-Nesting_Communities",17,"Summer 2026 Post-Fledging_Communities",7,"YDT, YWS","","NRO, NSS, WPD",2,5,0.4
"Fall 2025 Pre-Nesting_Communities",17,"Summer 2026 Post-Fledging_Communities",8,"","YDT, YWS","PND, RNO",0,4,0
"Fall 2025 Pre-Nesting_Communities",17,"Summer 2026 Post-Fledging_Communities",9,"","YDT, YWS","RGT, SGB, STT",0,5,0
"Fall 2025 Pre-Nesting_Communities",17,"Summer 2026 Post-Fledging_Communities",10,"","YDT, YWS","RTT, WYD",0,4,0
"Fall 2025 Pre-Nesting_Communities",17,"Summer 2026 Post-Fledging_Communities",11,"","YDT, YWS","SDO, SWT",0,4,0
"Fall 2025 Pre-Nesting_Communities",17,"Summer 2026 Post-Fledging_Communities",12,"","YDT, YWS","SNR (was SNO), WNS, YDW",0,5,0
"Fall 2025 Pre-Nesting_Communities",17,"Summer 2026 Post-Fledging_Communities",13,"","YDT, YWS","WOG, WSY, YBN",0,5,0
"Fall 2025 Pre-Nesting_Communities",17,"Summer 2026 Post-Fledging_Communities",14,"","YDT, YWS","YSR, RDO",0,4,0
