"Season1","Community1","Season2","Community2","SharedBirds","LostBirds","GainedBirds","Shared","Union","Jaccard"
"Fall 2025 Pre-Nesting_Communities",14,"Spring 2026 Nesting Period_Communities",5,"","WBT, YWD","PBP (was PBB), RPP",0,4,0
"Fall 2025 Pre-Nesting_Communities",14,"Spring 2026 Nesting Period_Communities",6,"","WBT, YWD","PLS, YPS",0,4,0
"Fall 2025 Pre-Nesting_Communities",14,"Spring 2026 Nesting Period_Communities",7,"","WBT, YWD","RBP, SWB, YPN",0,5,0
"Fall 2025 Pre-Nesting_Communities",14,"Spring 2026 Nesting Period_Communities",8,"","WBT, YWD","RGT, SGB, STT",0,5,0
"Fall 2025 Pre-Nesting_Communities",14,"Spring 2026 Nesting Period_Communities",9,"","WBT, YWD","ROO, YOD",0,4,0
"Fall 2025 Pre-Nesting_Communities",14,"Spring 2026 Nesting Period_Communities",10,"","WBT, YWD","RTT, WYD",0,4,0
"Fall 2025 Pre-Nesting_Communities",14,"Spring 2026 Nesting Period_Communities",11,"","WBT, YWD","SDO, SWT",0,4,0
"Fall 2025 Pre-Nesting_Communities",14,"Spring 2026 Nesting Period_Communities",12,"","WBT, YWD","WOG, WPG, WSY, YBN",0,6,0
"Fall 2025 Pre-Nesting_Communities",14,"Spring 2026 Nesting Period_Communities",13,"","WBT, YWD","YGP, YSR",0,4,0
"Fall 2025 Pre-Nesting_Communities",15,"Spring 2026 Nesting Period_Communities",1,"","WOG, WSY, YBN","CRY, GDN (was GDY), YYN (was YNO)",0,6,0
"Fall 2025 Pre-Nesting_Communities",15,"Spring 2026 Nesting Period_Communities",2,"","WOG, WSY, YBN","GBO (was GPT), WNS, YDW, YGD",0,7,0
"Fall 2025 Pre-Nesting_Communities",15,"Spring 2026 Nesting Period_Communities",3,"","WOG, WSY, YBN","GDO, WDB",0,5,0
"Fall 2025 Pre-Nesting_Communities",15,"Spring 2026 Nesting Period_Communities",4,"","WOG, WSY, YBN","GNG, PDN, SYO",0,6,0
"Fall 2025 Pre-Nesting_Communities",15,"Spring 2026 Nesting Period_Communities",5,"","WOG, WSY, YBN","PBP (was PBB), RPP",0,5,0
"Fall 2025 Pre-Nesting_Communities",15,"Spring 2026 Nesting Period_Communities",6,"","WOG, WSY, YBN","PLS, YPS",0,5,0
"Fall 2025 Pre-Nesting_Communities",15,"Spring 2026 Nesting Period_Communities",7,"","WOG, WSY, YBN","RBP, SWB, YPN",0,6,0
"Fall 2025 Pre-Nesting_Communities",15,"Spring 2026 Nesting Period_Communities",8,"","WOG, WSY, YBN","RGT, SGB, STT",0,6,0
"Fall 2025 Pre-Nesting_Communities",15,"Spring 2026 Nesting Period_Communities",9,"","WOG, WSY, YBN","ROO, YOD",0,5,0
"Fall 2025 Pre-Nesting_Communities",15,"Spring 2026 Nesting Period_Communities",10,"","WOG, WSY, YBN","RTT, WYD",0,5,0
"Fall 2025 Pre-Nesting_Communities",15,"Spring 2026 Nesting Period_Communities",11,"","WOG, WSY, YBN","SDO, SWT",0,5,0
"Fall 2025 Pre-Nesting_Communities",15,"Spring 2026 Nesting Period_Communities",12,"WOG, WSY, YBN","","WPG",3,4,0.75
"Fall 2025 Pre-Nesting_Communities",15,"Spring 2026 Nesting Period_Communities",13,"","WOG, WSY, YBN","YGP, YSR",0,5,0
"Fall 2025 Pre-Nesting_Communities",16,"Spring 2026 Nesting Period_Communities",1,"","WWB, YDW","CRY, GDN (was GDY), YYN (was YNO)",0,5,0
"Fall 2025 Pre-Nesting_Communities",16,"Spring 2026 Nesting Period_Communities",2,"YDW","WWB","GBO (was GPT), WNS, YGD",1,5,0.2
"Fall 2025 Pre-Nesting_Communities",16,"Spring 2026 Nesting Period_Communities",3,"","WWB, YDW","GDO, WDB",0,4,0
"Fall 2025 Pre-Nesting_Communities",16,"Spring 2026 Nesting Period_Communities",4,"","WWB, YDW","GNG, PDN, SYO",0,5,0
"Fall 2025 Pre-Nesting_Communities",16,"Spring 2026 Nesting Period_Communities",5,"","WWB, YDW","PBP (was PBB), RPP",0,4,0
"Fall 2025 Pre-Nesting_Communities",16,"Spring 2026 Nesting Period_Communities",6,"","WWB, YDW","PLS, YPS",0,4,0
"Fall 2025 Pre-Nesting_Communities",16,"Spring 2026 Nesting Period_Communities",7,"","WWB, YDW","RBP, SWB, YPN",0,5,0
"Fall 2025 Pre-Nesting_Communities",16,"Spring 2026 Nesting Period_Communities",8,"","WWB, YDW","RGT, SGB, STT",0,5,0
"Fall 2025 Pre-Nesting_Communities",16,"Spring 2026 Nesting Period_Communities",9,"","WWB, YDW","ROO, YOD",0,4,0
"Fall 2025 Pre-Nesting_Communities",16,"Spring 2026 Nesting Period_Communities",10,"","WWB, YDW","RTT, WYD",0,4,0
"Fall 2025 Pre-Nesting_Communities",16,"Spring 2026 Nesting Period_Communities",11,"","WWB, YDW","SDO, SWT",0,4,0
"Fall 2025 Pre-Nesting_Communities",16,"Spring 2026 Nesting Period_Communities",12,"","WWB, YDW","WOG, WPG, WSY, YBN",0,6,0
"Fall 2025 Pre-Nesting_Communities",16,"Spring 2026 Nesting Period_Communities",13,"","WWB, YDW","YGP, YSR",0,4,0
"Fall 2025 Pre-Nesting_Communities",17,"Spring 2026 Nesting Period_Communities",1,"","YDT, YWS","CRY, GDN (was GDY), YYN (was YNO)",0,5,0
"Fall 2025 Pre-Nesting_Communities",17,"Spring 2026 Nesting Period_Communities",2,"","YDT, YWS","GBO (was GPT), WNS, YDW, YGD",0,6,0
"Fall 2025 Pre-Nesting_Communities",17,"Spring 2026 Nesting Period_Communities",3,"","YDT, YWS","GDO, WDB",0,4,0
"Fall 2025 Pre-Nesting_Communities",17,"Spring 2026 Nesting Period_Communities",4,"","YDT, YWS","GNG, PDN, SYO",0,5,0
"Fall 2025 Pre-Nesting_Communities",17,"Spring 2026 Nesting Period_Communities",5,"","YDT, YWS","PBP (was PBB), RPP",0,4,0
"Fall 2025 Pre-Nesting_Communities",17,"Spring 2026 Nesting Period_Communities",6,"","YDT, YWS","PLS, YPS",0,4,0
"Fall 2025 Pre-Nesting_Communities",17,"Spring 2026 Nesting Period_Communities",7,"","YDT, YWS","RBP, SWB, YPN",0,5,0
"Fall 2025 Pre-Nesting_Communities",17,"Spring 2026 Nesting Period_Communities",8,"","YDT, YWS","RGT, SGB, STT",0,5,0
"Fall 2025 Pre-Nesting_Communities",17,"Spring 2026 Nesting Period_Communities",9,"","YDT, YWS","ROO, YOD",0,4,0
"Fall 2025 Pre-Nesting_Communities",17,"Spring 2026 Nesting Period_Communities",10,"","YDT, YWS","RTT, WYD",0,4,0
"Fall 2025 Pre-Nesting_Communities",17,"Spring 2026 Nesting Period_Communities",11,"","YDT, YWS","SDO, SWT",0,4,0
"Fall 2025 Pre-Nesting_Communities",17,"Spring 2026 Nesting Period_Communities",12,"","YDT, YWS","WOG, WPG, WSY, YBN",0,6,0
"Fall 2025 Pre-Nesting_Communities",17,"Spring 2026 Nesting Period_Communities",13,"","YDT, YWS","YGP, YSR",0,4,0
