Year..yyyy.,Missing.data..see.colored.cell.,Metal.Band....top..right.leg...xxxx.xxxxx.,Color.bands..RFID..top.....bottom...ABC.,Sex..M.F.,Date..mm.dd.yy.,Time..military...07.45.,Year..yyyy..1,Location..F..MN..NB....yellow.if.snap.trapped.in.NB..thus.a.breeder.,Status..New.Prev.year..Rs.not.entered.here..N.P.,IA.STATUS..If..P...was.it.even.an.IA..Note..An.IA.s.first..R..of.season.requires.all.measures...IA...,If..P...Age.when.first.caught..nestling...HY..SY..ASY..AHY.,If..P...Year.first.caught..yyyy.,If..P...Location.first.caught..F..MN..NB...,Exact.year.of.life..if.known....,Age..see.guide...Nestling.HY..SY..ASY..AHY.,Color.crest..3blk.2drk.grey.1lt.grey.,Color.base.lower.mandible..3blk.2drk.grey.1lt.grey.,Tarsus..10th.mm...xx.x.,Wing..10th.mm...xx.x.,Who.measured.tars.wing..initials.,Blood.Taken..Y.Need......na.,Tail.feather.pulled..3rd.from.bird.s.right....Y.N.,Spec..Y.N.,Crest.photo..Y.N.,Mass..10th.g...xx.x.,RFID....bottom..right.leg...xxxxxxxxxx.,BREEDING.in.current.year..LOCATION..NB..,BREEDING.in..current.year..PARTNER..metal..color......ABC.,Bred..in.PAST..YEAR..yyyy.,Bred..in.PAST..LOCATION..NB..,Bred..in.PAST..PARTNER....metal..color.......ABC.,Notes,Other.Notes,Recapture.date..mm.dd.yy.,Recapture.location..F..MN..NB..,X,X.1,X.2,X.3,X.4,X.5,X.6,X.7,X.8,X.9,X.10,X.11,X.12,X.13
2021,,244102116,SSS,,04/25/21,,2021,NB66,N,,,,,,Nestling,.,.,.,.,TM,Y,.,.,.,18.5,01103FDE80,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,,244102117,SSN,,04/25/21,,2021,NB66,N,,,,,,Nestling,.,.,.,.,TM,Y,.,.,.,16.2,01103FDC49,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,,244102118,SSW,,04/25/21,,2021,NB66,N,,,,,,Nestling,.,.,.,.,TM,Y,.,.,.,18.2,01103FE59A,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,,244102120,SSG,,04/25/21,,2021,NB66,N,,,,,,Nestling,.,.,.,.,TM,Y,.,.,.,18.4,01103FE275,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,,244102111,STS,,04/25/21,,2021,NB65,N,,,,,,Nestling,.,.,.,.,TM,Y,.,.,.,17.1,01103FE1D7,,,,,,wrote 26th on blood ,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,,244102112,STN,,04/25/21,,2021,NB65,N,,,,,,Nestling,.,.,.,.,TM,Y,.,.,.,17.0,01103FE6B8,,,,,,wrote 26th on blood ,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,,244102113,STW,,04/25/21,,2021,NB65,N,,,,,,Nestling,.,.,.,.,TM,Y,.,.,.,18.4,01103FDDFF,,,,,,wrote 26th on blood ,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,,244102114,STG,,04/25/21,,2021,NB65,N,,,,,,Nestling,.,.,.,.,TM,Y,.,.,.,18.5,01103FE6A0,,,,,,wrote 26th on blood ,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,,244102106,RBB,,04/25/21,,2021,NB63,N,,,,,,Nestling,.,.,.,.,TM,Y,.,.,.,18.4,01103FC73B,,,,,,wrote 26th on blood ,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,,244102107,RBS,,04/25/21,,2021,NB63,N,,,,,,Nestling,.,.,.,.,TM,Y,.,.,.,17.9,01103FAAA0,,,,,,wrote 26th on blood ,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,,244102109,RBN,,04/25/21,,2021,NB63,N,,,,,,Nestling,.,.,.,.,TM,Y,.,.,.,18.1,01103F8EA2,,,,,,wrote 26th on blood ,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,,244102199,RBW,,04/25/21,,2021,NB63,N,,,,,,Nestling,.,.,.,.,TM,Y,.,.,.,17.8,01103F589C,,,,,,wrote 26th on blood ,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,,244102108,RBG,,04/25/21,,2021,NB63,N,,,,,,Nestling,.,.,.,.,TM,Y,.,.,.,17.6,01103F53F4,,,,,,wrote 26th on blood ,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,,244102110,RBO,,04/25/21,,2021,NB63,N,,,,,,Nestling,.,.,.,.,TM,Y,.,.,.,17.0,01103FCF07,,,,,,wrote 26th on blood ,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,,244102134,YWG,,04/28/21,,2021,NB70,N,,,,,,Nestling,.,.,.,.,TM,Y,.,.,.,18.4,01103F3F3B,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,,244102135,YWT,,04/28/21,,2021,NB70,N,,,,,,Nestling,.,.,.,.,TM,Y,.,.,.,18.3,01103F487F,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,,244102136,YWL,,04/28/21,,2021,NB70,N,,,,,,Nestling,.,.,.,.,TM,Y,.,.,.,19.3,01103F71F1,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,,244102137,YWY,,04/28/21,,2021,NB70,N,,,,,,Nestling,.,.,.,.,TM,Y,.,.,.,19.6,01103F6E37,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,,244102138,YWO,,04/28/21,,2021,NB70,N,,,,,,Nestling,.,.,.,.,TM,Y,.,.,.,20.1,01103F5DA9,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,,244102139,YWR,,04/28/21,,2021,NB70,N,,,,,,Nestling,.,.,.,.,TM,Y,.,.,.,19.3,01103F4037,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,,244102126,YBB,,04/28/21,,2021,NB28,N,,,,,,Nestling,.,.,.,.,TM,Y,.,.,.,18.8,01103F7768,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,,244102127,YBS,,04/28/21,,2021,NB28,N,,,,,,Nestling,.,.,.,.,TM,Y,.,.,.,18.3,01103F5C55,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,,244102128,YBN,,04/28/21,,2021,NB28,N,,,,,,Nestling,.,.,.,.,TM,Y,.,.,.,18.0,01103F7ADE,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,,244102129,YBW,,04/28/21,,2021,NB28,N,,,,,,Nestling,.,.,.,.,TM,Y,.,.,.,18.9,01103F4F8C,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,,244102130,YSB,,04/28/21,,2021,NB30,N,,,,,,Nestling,.,.,.,.,TM,Y,.,.,.,18.0,01103F8ABA,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,,244102131,YSS,,04/28/21,,2021,NB30,N,,,,,,Nestling,.,.,.,.,TM,Y,.,.,.,19.0,01103F53CD,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,,244102132,YSW ,,04/28/21,,2021,NB30,N,,,,,,Nestling,.,.,.,.,TM,Y,.,.,.,19.3,01103F51B2,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,,244102133,YST,,04/28/21,,2021,NB30,N,,,,,,Nestling,.,.,.,.,TM,Y,.,.,.,17.3,01103F4355,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,,244102145,YGB,,04/29/21,,2021,NB7,N,,,,,,Nestling,.,.,.,.,"MAS, JL, MD",Y,.,.,.,18.0,01103F431F,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,,244102146,YGS,,04/29/21,,2021,NB7,N,,,,,,Nestling,.,.,.,.,"MAS, JL, MD",Y,.,.,.,19.3,011016FE7D,,,,,,Bleeder,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,,244102147,YGW,,04/29/21,,2021,NB7,N,,,,,,Nestling,.,.,.,.,"MAS, JL, MD",Y,.,.,.,18.5,01103F7A0D,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,,244102148,YGG,,04/29/21,,2021,NB7,N,,,,,,Nestling,.,.,.,.,"MAS, JL, MD",Y,.,.,.,18.2,01103F8834,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,,244102149,YGL,,04/29/21,,2021,NB7,N,,,,,,Nestling,.,.,.,.,"MAS, JL, MD",Y,.,.,.,19.8,01103F53FE,,,,,,Really didn't want to bleed,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,,244102150,YGT,,04/29/21,,2021,NB7,N,,,,,,Nestling,.,.,.,.,"MAS, JL, MD",Y,.,.,.,17.7,01103F8829,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,,244102151,YRB,,04/29/21,,2021,NB45,N,,,,,,Nestling,.,.,.,.,"MAS, JL, MD",Y,.,.,.,18.5,01103F3D61,,,,,,"Screaming, Parents mad",,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,,244102152,YRS,,04/29/21,,2021,NB45,N,,,,,,Nestling,.,.,.,.,"MAS, JL, MD",Y,.,.,.,18.4,01103F5DAA,,,,,,Both parents heard but not seen,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,,244102153,YRW,,04/29/21,,2021,NB45,N,,,,,,Nestling,.,.,.,.,"MAS, JL, MD",Y,.,.,.,19.3,01103F83D1,,,,,,"didnt bleed much, Mites?",,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,,244102140,YYB,,04/29/21,,2021,NB2,N,,,,,,Nestling,.,.,.,.,TM,Y,.,.,.,15.7,0110171286,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,,244102141,YYS,,04/29/21,,2021,NB2,N,,,,,,Nestling,.,.,.,.,TM,Y,.,.,.,18.2,01101704F0,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,,244102142,YYW,,04/29/21,,2021,NB2,N,,,,,,Nestling,.,.,.,.,TM,Y,.,.,.,17.5,01101749EB,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,,244102143,YYT,,04/29/21,,2021,NB2,N,,,,,,Nestling,.,.,.,.,TM,Y,.,.,.,15.1,01101746B4,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,,244102144,YYL,,04/29/21,,2021,NB2,N,,,,,,Nestling,.,.,.,.,TM,Y,.,.,.,17.3,0110173E44,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,,244102162,YSG,,05/02/21,,2021,NB55,N,,,,,,Nestling,.,.,.,.,.,Y,.,.,.,18.4,0110174D7B,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,,244102167,YNB,,05/02/21,,2021,NB72,N,,,,,,Nestling,.,.,.,.,.,Y,.,.,.,16.7,011016FF2E,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,,244102169,YNS,,05/02/21,,2021,NB72,N,,,,,,Nestling,.,.,.,.,.,Y,.,.,.,17.9,011016FD65,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,,244102168,YNN,,05/02/21,,2021,NB72,N,,,,,,Nestling,.,.,.,.,.,Y,.,.,.,17.0,011016FBE5,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,,244102164,YNW,,05/02/21,,2021,NB72,N,,,,,,Nestling,.,.,.,.,.,Y,.,.,.,17.4,01103F6CA4,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,,244102163,YNG,,05/02/21,,2021,NB72,N,,,,,,Nestling,.,.,.,.,.,Y,.,.,.,18.1,011016FAE6,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,,244102165,YNT,,05/02/21,,2021,NB72,N,,,,,,Nestling,.,.,.,.,.,Y,.,.,.,17.5,0110174D44,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,,244102166,YNL,,05/02/21,,2021,NB72,N,,,,,,Nestling,.,.,.,.,.,Y,.,.,.,17.2,011016FDE3,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,,244102154,SGG,,05/02/21,,2021,NB4,N,,,,,,AHY,2,3,.,.,.,Y,.,.,.,.,01103FE701,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,,244102155,STW,,05/02/21,,2021,NB96,N,,,,,,AHY,2,3,.,.,.,Y,.,.,.,.,01103FE300,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,,244160921,YWW,,05/02/21,,2021,NB7,R,,,,,,ASY,.,.,.,.,.,.,.,.,.,.,.,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,,244160944,SSS,,05/02/21,,2021,NB16,R,,,,,,.,.,.,.,.,.,.,.,.,.,.,.,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,,244102156,YWS,,05/02/21,,2021,NB13,N,,,,,,Nestling,.,.,.,.,.,Y,.,.,.,16.9,01103F5733,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,,244102157,YWN,,05/02/21,,2021,NB13,N,,,,,,Nestling,.,.,.,.,.,Y,.,.,.,17.5,01103F899F,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,,244102158,YSL,,05/02/21,,2021,NB55,N,,,,,,Nestling,.,.,.,.,.,Y,.,.,.,16.3,01103F6CBA,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,,244102159,YSY,,05/02/21,,2021,NB55,N,,,,,,Nestling,.,.,.,.,.,Y,.,.,.,16.9,01103F525F,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,,244102160,YSO,,05/02/21,,2021,NB55,N,,,,,,Nestling,.,.,.,.,.,Y,.,.,.,16.8,01103F43E1,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,,244102161,YSR,,05/02/21,,2021,NB55,N,,,,,,Nestling,.,.,.,.,.,Y,.,.,.,17.4,01103F8019,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,,244102176,YTB,,05/05/21,,2021,NB85,N,,,,,,Nestling,.,.,.,.,.,Y,.,.,.,18.4,0110171A4A,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,,244102177,YTS,,05/05/21,,2021,NB85,N,,,,,,Nestling,.,.,.,.,.,Y,.,.,.,19.0,0110170A89,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,,244102178,YTN,,05/05/21,,2021,NB85,N,,,,,,Nestling,.,.,.,.,.,Y,.,.,.,20.5,011016FE5C,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,,244102179,YTW,,05/05/21,,2021,NB85,N,,,,,,Nestling,.,.,.,.,.,Y,.,.,.,18.9,01101747CA,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,,244102180,YTG,,05/05/21,,2021,NB85,N,,,,,,Nestling,.,.,.,.,.,Y,.,.,.,17.7,.,,,,,,"no RFID, too small, yellow band put on instead",,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,,244102170,YBG,,05/05/21,,2021,NB91,N,,,,,,Nestling,.,.,.,.,AS,Y,.,.,.,18.1,011017395C,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,,244102171,YBT,,05/05/21,,2021,NB91,N,,,,,,Nestling,.,.,.,.,AS,Y,.,.,.,20.0,01103F6239,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,,244102172,YBY,,05/05/21,,2021,NB91,N,,,,,,Nestling,.,.,.,.,AS,Y,.,.,.,19.6,01103F545C,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,,244102173,YBL,,05/05/21,,2021,NB91,N,,,,,,Nestling,.,.,.,.,AS,Y,.,.,.,18.3,0110174D99,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,,244102174,YBO,,05/05/21,,2021,NB91,N,,,,,,Nestling,.,.,.,.,AS,Y,.,.,.,18.6,011017048B,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,,244102175,YBR,,05/05/21,,2021,NB91,N,,,,,,Nestling,.,.,.,.,AS,Y,.,.,.,18.5,0110174F4B,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,,244102181,YOB,,05/05/21,,2021,NB16,N,,,,,,Nestling,.,.,.,.,AS,Y,.,.,.,18.0,01103F43DA,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,,244102182,YOS,,05/05/21,,2021,NB16,N,,,,,,Nestling,.,.,.,.,AS,Y,.,.,.,18.2,01103F616C,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,,244102183,YON,,05/05/21,,2021,NB16,N,,,,,,Nestling,.,.,.,.,AS,Y,.,.,.,19.8,01103F76BE,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,,244102184,YOW,,05/05/21,,2021,NB16,N,,,,,,Nestling,.,.,.,.,AS,Y,.,.,.,19.5,01103F6AC1,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,,244102185,YOG,,05/05/21,,2021,NB16,N,,,,,,Nestling,.,.,.,.,AS,Y,.,.,.,18.8,01103F77F4,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,,244102186,YOT,,05/05/21,,2021,NB16,N,,,,,,Nestling,.,.,.,.,AS,Y,.,.,.,19.6,01103F5719,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,,244102192,YYS,,05/06/21,,2021,NB74,N,,,,,,Nestling,.,.,.,.,TM,Y,.,.,.,15.7,01103F53DF,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,,244102193,YYN,,05/06/21,,2021,NB74,N,,,,,,Nestling,.,.,.,.,TM,Y,.,.,.,17.3,01103F5EA3,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,,244102194,YYW,,05/06/21,,2021,NB74,N,,,,,,Nestling,.,.,.,.,TM,Y,.,.,.,17.6,01103F43C8,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,,244102195,YYG,,05/06/21,,2021,NB74,N,,,,,,Nestling,.,.,.,.,TM,Y,.,.,.,15.9,01103F8A52,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,,244102196,YYY,,05/06/21,,2021,NB74,N,,,,,,Nestling,.,.,.,.,TM,Y,.,.,.,18.1,01103F434B,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,,244102197,YYO,,05/06/21,,2021,NB74,N,,,,,,Nestling,.,.,.,.,TM,Y,.,.,.,16.6,01103F3DDA,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,,244102198,YYR,,05/06/21,,2021,NB74,N,,,,,,Nestling,.,.,.,.,TM,Y,.,.,.,16.3,01103F7762,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,,244102187,YLB,,05/06/21,,2021,NB49,N,,,,,,Nestling,.,.,.,.,MS,Y,.,.,.,19.0,0110174F8C,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,,244102188,YLS,,05/06/21,,2021,NB49,N,,,,,,Nestling,.,.,.,.,MS,Y,.,.,.,17.5,01103F3D28,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,,244102189,YLN,,05/06/21,,2021,NB49,N,,,,,,Nestling,.,.,.,.,MS,Y,.,.,.,20.2,01103F4F92,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,,244102190,YLW,,05/06/21,,2021,NB49,N,,,,,,Nestling,.,.,.,.,MS,Y,.,.,.,20.7,01103F4736,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,,244102191,YLG,,05/06/21,,2021,NB49,N,,,,,,Nestling,.,.,.,.,MS,Y,.,.,.,18.7,01103F6D78,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,,271156701,YNL,,05/06/21,,2021,NB86,N,,,,,,Nestling,.,.,.,.,ND,Y,.,.,.,18.9,01103F6958,,,,,,bled a lot,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,,271156702,YNY,,05/06/21,,2021,NB86,N,,,,,,Nestling,.,.,.,.,ND,Y,.,.,.,17.0,01103F7129,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,,271156703,YNO,,05/06/21,,2021,NB86,N,,,,,,Nestling,.,.,.,.,ND,Y,.,.,.,18.9,01103F5C76,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,,271156704,YNR,,05/06/21,,2021,NB86,N,,,,,,Nestling,.,.,.,.,ND,Y,.,.,.,17.2,01103F4620,,,,,,tough to bleed,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,,271156705,YNT,,05/06/21,,2021,NB86,N,,,,,,Nestling,.,.,.,.,ND,Y,.,.,.,18.5,01103F5300,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,,271156706,YNN,,05/06/21,,2021,NB86,N,,,,,,Nestling,.,.,.,.,ND,Y,.,.,.,18.2,01103F3C2A,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,,271156718,YLW,,05/08/21,,2021,NB40,N,,,,,,Nestling,.,.,.,.,TM,Y,.,.,.,17.2,01103F4D99,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,,271156707,YRG,,05/08/21,,2021,NB4,N,,,,,,Nestling,.,.,.,.,"JL, TC",Y,.,.,.,17.2,01103F4691,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,,271156708,YRT,,05/08/21,,2021,NB4,N,,,,,,Nestling,.,.,.,.,"JL, TC",Y,.,.,.,19.8,01103F87A0,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,,271156709,YRL,,05/08/21,,2021,NB4,N,,,,,,Nestling,.,.,.,.,"JL, TC",Y,.,.,.,17.7,01103F446D,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,,271156710,YRY,,05/08/21,,2021,NB4,N,,,,,,Nestling,.,.,.,.,"JL, TC",Y,.,.,.,19.2,01103F76C7,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,,271156711,YRO,,05/08/21,,2021,NB4,N,,,,,,Nestling,.,.,.,.,"JL, TC",Y,.,.,.,18.7,01103F4127,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,,271156712,YRR,,05/08/21,,2021,NB4,N,,,,,,Nestling,.,.,.,.,"JL, TC",Y,.,.,.,18.6,01103F49BC,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,,271156713,YTT,,05/08/21,,2021,NB95,N,,,,,,Nestling,.,.,.,.,"JL, TC",Y,.,.,.,18.8,01103F51BA,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,,271156714,YTL,,05/08/21,,2021,NB95,N,,,,,,Nestling,.,.,.,.,"JL, TC",Y,.,.,.,20.9,01103F5CF4,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,,271156715,YTY,,05/08/21,,2021,NB95,N,,,,,,Nestling,.,.,.,.,"JL, TC",Y,.,.,.,18.6,01103F5675,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,,271156716,YTO,,05/08/21,,2021,NB95,N,,,,,,Nestling,.,.,.,.,"JL, TC",Y,.,.,.,17.5,01103F7B8F,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,,271156717,YTR,,05/08/21,,2021,NB95,N,,,,,,Nestling,.,.,.,.,"JL, TC",Y,.,.,.,17.5,01103F76D8,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,,244102200,SRR,,05/09/21,,2021,NB40,N,,,,,,AHY,2,3,.,.,TM,Y,.,.,.,18.0,01103FDE10,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,,271156724,YNL,,05/09/21,,2021,NB22,N,,,,,,Nestling,.,.,.,.,TM,Y,.,.,.,17.5,0110174BFB,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
