RFID,N,DateTime,Feeder,GapToPrevious,PreviousBird,Metal,ColorCombo,Sex,DateCaptured,Status,LocationCaptured,Age,CrestColor,LowerMandible,BloodTaken,FeathersTaken,Mass,Tarsus,Wing,CurrentBreedingLocation
3B004C3227,1,2026-04-27 14:36:18,D,4977,3B004C3227,3241-58135,RNG,M,03/22/26,N,FD,AHY,3,3,Y,Y,19.6,20.5,77.7,
3B004C3227,1,2026-04-27 14:36:53,D,35,3B004C3227,3241-58135,RNG,M,03/22/26,N,FD,AHY,3,3,Y,Y,19.6,20.5,77.7,
3B004C3227,1,2026-04-27 14:37:15,D,22,3B004C3227,3241-58135,RNG,M,03/22/26,N,FD,AHY,3,3,Y,Y,19.6,20.5,77.7,
3B004C3227,1,2026-04-27 14:37:16,D,1,3B004C3227,3241-58135,RNG,M,03/22/26,N,FD,AHY,3,3,Y,Y,19.6,20.5,77.7,
3B004C3227,1,2026-04-27 14:37:56,D,40,3B004C3227,3241-58135,RNG,M,03/22/26,N,FD,AHY,3,3,Y,Y,19.6,20.5,77.7,
3B004C3227,1,2026-04-27 14:38:38,D,42,3B004C3227,3241-58135,RNG,M,03/22/26,N,FD,AHY,3,3,Y,Y,19.6,20.5,77.7,
3B004C3227,1,2026-04-27 14:38:39,D,1,3B004C3227,3241-58135,RNG,M,03/22/26,N,FD,AHY,3,3,Y,Y,19.6,20.5,77.7,
3B004C3227,1,2026-04-27 14:38:40,D,1,3B004C3227,3241-58135,RNG,M,03/22/26,N,FD,AHY,3,3,Y,Y,19.6,20.5,77.7,
3B004C3227,1,2026-04-27 14:39:23,D,43,3B004C3227,3241-58135,RNG,M,03/22/26,N,FD,AHY,3,3,Y,Y,19.6,20.5,77.7,
3B004C3227,1,2026-04-27 14:39:24,D,1,3B004C3227,3241-58135,RNG,M,03/22/26,N,FD,AHY,3,3,Y,Y,19.6,20.5,77.7,
3B004C3227,1,2026-04-27 14:40:35,D,71,3B004C3227,3241-58135,RNG,M,03/22/26,N,FD,AHY,3,3,Y,Y,19.6,20.5,77.7,
3B004C3227,1,2026-04-27 14:40:36,D,1,3B004C3227,3241-58135,RNG,M,03/22/26,N,FD,AHY,3,3,Y,Y,19.6,20.5,77.7,
3B004C3227,1,2026-04-27 14:40:37,D,1,3B004C3227,3241-58135,RNG,M,03/22/26,N,FD,AHY,3,3,Y,Y,19.6,20.5,77.7,
3B004C3227,1,2026-04-27 14:40:38,D,1,3B004C3227,3241-58135,RNG,M,03/22/26,N,FD,AHY,3,3,Y,Y,19.6,20.5,77.7,
3B004C3227,1,2026-04-27 14:41:04,D,26,3B004C3227,3241-58135,RNG,M,03/22/26,N,FD,AHY,3,3,Y,Y,19.6,20.5,77.7,
3B004C3227,1,2026-04-27 14:41:06,D,2,3B004C3227,3241-58135,RNG,M,03/22/26,N,FD,AHY,3,3,Y,Y,19.6,20.5,77.7,
3B004C3227,1,2026-04-27 14:41:07,D,1,3B004C3227,3241-58135,RNG,M,03/22/26,N,FD,AHY,3,3,Y,Y,19.6,20.5,77.7,
3B004C3227,1,2026-04-27 14:41:08,D,1,3B004C3227,3241-58135,RNG,M,03/22/26,N,FD,AHY,3,3,Y,Y,19.6,20.5,77.7,
3B004C3227,1,2026-04-27 14:41:09,D,1,3B004C3227,3241-58135,RNG,M,03/22/26,N,FD,AHY,3,3,Y,Y,19.6,20.5,77.7,
3B004C3227,1,2026-04-27 14:41:25,D,16,3B004C3227,3241-58135,RNG,M,03/22/26,N,FD,AHY,3,3,Y,Y,19.6,20.5,77.7,
3B004C3227,1,2026-04-27 14:41:26,D,1,3B004C3227,3241-58135,RNG,M,03/22/26,N,FD,AHY,3,3,Y,Y,19.6,20.5,77.7,
3B004C3227,1,2026-04-27 14:41:27,D,1,3B004C3227,3241-58135,RNG,M,03/22/26,N,FD,AHY,3,3,Y,Y,19.6,20.5,77.7,
3B004C3227,1,2026-04-27 14:41:28,D,1,3B004C3227,3241-58135,RNG,M,03/22/26,N,FD,AHY,3,3,Y,Y,19.6,20.5,77.7,
3B004C3227,1,2026-04-27 14:41:29,D,1,3B004C3227,3241-58135,RNG,M,03/22/26,N,FD,AHY,3,3,Y,Y,19.6,20.5,77.7,
3B004C3227,1,2026-04-27 14:42:45,D,76,3B004C3227,3241-58135,RNG,M,03/22/26,N,FD,AHY,3,3,Y,Y,19.6,20.5,77.7,
3B004C3227,1,2026-04-27 14:42:46,D,1,3B004C3227,3241-58135,RNG,M,03/22/26,N,FD,AHY,3,3,Y,Y,19.6,20.5,77.7,
3B004C3227,1,2026-04-27 14:45:42,D,176,3B004C3227,3241-58135,RNG,M,03/22/26,N,FD,AHY,3,3,Y,Y,19.6,20.5,77.7,
3B004C3227,1,2026-04-27 14:45:43,D,1,3B004C3227,3241-58135,RNG,M,03/22/26,N,FD,AHY,3,3,Y,Y,19.6,20.5,77.7,
3B004C3227,1,2026-04-27 14:45:44,D,1,3B004C3227,3241-58135,RNG,M,03/22/26,N,FD,AHY,3,3,Y,Y,19.6,20.5,77.7,
3B004C3227,1,2026-04-27 14:45:45,D,1,3B004C3227,3241-58135,RNG,M,03/22/26,N,FD,AHY,3,3,Y,Y,19.6,20.5,77.7,
3B004C3227,1,2026-04-27 14:57:50,D,725,3B004C3227,3241-58135,RNG,M,03/22/26,N,FD,AHY,3,3,Y,Y,19.6,20.5,77.7,
3B004C3227,1,2026-04-27 14:57:51,D,1,3B004C3227,3241-58135,RNG,M,03/22/26,N,FD,AHY,3,3,Y,Y,19.6,20.5,77.7,
3B004C3227,1,2026-04-27 14:57:52,D,1,3B004C3227,3241-58135,RNG,M,03/22/26,N,FD,AHY,3,3,Y,Y,19.6,20.5,77.7,
3B004C3227,1,2026-04-27 14:57:53,D,1,3B004C3227,3241-58135,RNG,M,03/22/26,N,FD,AHY,3,3,Y,Y,19.6,20.5,77.7,
3B004C3227,1,2026-04-27 14:57:54,D,1,3B004C3227,3241-58135,RNG,M,03/22/26,N,FD,AHY,3,3,Y,Y,19.6,20.5,77.7,
3B004C3227,1,2026-04-27 14:57:55,D,1,3B004C3227,3241-58135,RNG,M,03/22/26,N,FD,AHY,3,3,Y,Y,19.6,20.5,77.7,
3B004C3227,1,2026-04-27 14:57:56,D,1,3B004C3227,3241-58135,RNG,M,03/22/26,N,FD,AHY,3,3,Y,Y,19.6,20.5,77.7,
3B004C3227,1,2026-04-27 14:57:57,D,1,3B004C3227,3241-58135,RNG,M,03/22/26,N,FD,AHY,3,3,Y,Y,19.6,20.5,77.7,
3B004C3227,1,2026-04-27 15:01:06,D,189,3B004C3227,3241-58135,RNG,M,03/22/26,N,FD,AHY,3,3,Y,Y,19.6,20.5,77.7,
3B004C3227,1,2026-04-27 15:01:07,D,1,3B004C3227,3241-58135,RNG,M,03/22/26,N,FD,AHY,3,3,Y,Y,19.6,20.5,77.7,
3B004C3227,1,2026-04-27 15:01:08,D,1,3B004C3227,3241-58135,RNG,M,03/22/26,N,FD,AHY,3,3,Y,Y,19.6,20.5,77.7,
3B004C3227,1,2026-04-27 18:35:53,D,12885,3B004C3227,3241-58135,RNG,M,03/22/26,N,FD,AHY,3,3,Y,Y,19.6,20.5,77.7,
3B004C3227,1,2026-04-27 18:36:29,D,36,3B004C3227,3241-58135,RNG,M,03/22/26,N,FD,AHY,3,3,Y,Y,19.6,20.5,77.7,
3B004C3227,1,2026-04-27 18:36:40,D,11,3B004C3227,3241-58135,RNG,M,03/22/26,N,FD,AHY,3,3,Y,Y,19.6,20.5,77.7,
3B004C3227,1,2026-04-27 18:36:42,D,2,3B004C3227,3241-58135,RNG,M,03/22/26,N,FD,AHY,3,3,Y,Y,19.6,20.5,77.7,
3B004C3227,1,2026-04-27 18:36:43,D,1,3B004C3227,3241-58135,RNG,M,03/22/26,N,FD,AHY,3,3,Y,Y,19.6,20.5,77.7,
3B004C3227,1,2026-04-27 18:36:44,D,1,3B004C3227,3241-58135,RNG,M,03/22/26,N,FD,AHY,3,3,Y,Y,19.6,20.5,77.7,
3B004C3227,1,2026-04-27 18:37:06,D,22,3B004C3227,3241-58135,RNG,M,03/22/26,N,FD,AHY,3,3,Y,Y,19.6,20.5,77.7,
3B004C3227,1,2026-04-27 18:37:07,D,1,3B004C3227,3241-58135,RNG,M,03/22/26,N,FD,AHY,3,3,Y,Y,19.6,20.5,77.7,
3B004C3227,1,2026-04-27 18:37:43,D,36,3B004C3227,3241-58135,RNG,M,03/22/26,N,FD,AHY,3,3,Y,Y,19.6,20.5,77.7,
3B004C3227,1,2026-04-27 18:37:44,D,1,3B004C3227,3241-58135,RNG,M,03/22/26,N,FD,AHY,3,3,Y,Y,19.6,20.5,77.7,
3B004C3227,1,2026-04-27 18:37:45,D,1,3B004C3227,3241-58135,RNG,M,03/22/26,N,FD,AHY,3,3,Y,Y,19.6,20.5,77.7,
3B004C3227,1,2026-04-27 18:38:11,D,26,3B004C3227,3241-58135,RNG,M,03/22/26,N,FD,AHY,3,3,Y,Y,19.6,20.5,77.7,
3B004C3227,1,2026-04-27 18:38:12,D,1,3B004C3227,3241-58135,RNG,M,03/22/26,N,FD,AHY,3,3,Y,Y,19.6,20.5,77.7,
3B004C3227,1,2026-04-27 18:38:13,D,1,3B004C3227,3241-58135,RNG,M,03/22/26,N,FD,AHY,3,3,Y,Y,19.6,20.5,77.7,
3B004C3227,1,2026-04-27 18:38:49,D,36,3B004C3227,3241-58135,RNG,M,03/22/26,N,FD,AHY,3,3,Y,Y,19.6,20.5,77.7,
3B004C3227,1,2026-04-27 18:38:50,D,1,3B004C3227,3241-58135,RNG,M,03/22/26,N,FD,AHY,3,3,Y,Y,19.6,20.5,77.7,
3B004C3227,1,2026-04-27 18:38:51,D,1,3B004C3227,3241-58135,RNG,M,03/22/26,N,FD,AHY,3,3,Y,Y,19.6,20.5,77.7,
3B004C3227,1,2026-04-27 18:38:52,D,1,3B004C3227,3241-58135,RNG,M,03/22/26,N,FD,AHY,3,3,Y,Y,19.6,20.5,77.7,
3B004C3227,1,2026-04-27 18:38:53,D,1,3B004C3227,3241-58135,RNG,M,03/22/26,N,FD,AHY,3,3,Y,Y,19.6,20.5,77.7,
3B004C3227,1,2026-04-27 18:38:54,D,1,3B004C3227,3241-58135,RNG,M,03/22/26,N,FD,AHY,3,3,Y,Y,19.6,20.5,77.7,
3B004C3227,1,2026-04-27 18:38:56,D,2,3B004C3227,3241-58135,RNG,M,03/22/26,N,FD,AHY,3,3,Y,Y,19.6,20.5,77.7,
3B004C3227,1,2026-04-27 18:38:57,D,1,3B004C3227,3241-58135,RNG,M,03/22/26,N,FD,AHY,3,3,Y,Y,19.6,20.5,77.7,
3B004C3227,1,2026-04-27 18:38:58,D,1,3B004C3227,3241-58135,RNG,M,03/22/26,N,FD,AHY,3,3,Y,Y,19.6,20.5,77.7,
3B004C3227,1,2026-04-28 11:47:30,D,61712,3B004C3227,3241-58135,RNG,M,03/22/26,N,FD,AHY,3,3,Y,Y,19.6,20.5,77.7,
3B004C3227,1,2026-04-28 11:47:31,D,1,3B004C3227,3241-58135,RNG,M,03/22/26,N,FD,AHY,3,3,Y,Y,19.6,20.5,77.7,
3B004C3227,1,2026-04-28 11:47:32,D,1,3B004C3227,3241-58135,RNG,M,03/22/26,N,FD,AHY,3,3,Y,Y,19.6,20.5,77.7,
3B004C3227,1,2026-04-28 11:49:33,D,121,3B004C3227,3241-58135,RNG,M,03/22/26,N,FD,AHY,3,3,Y,Y,19.6,20.5,77.7,
3B004C3227,1,2026-04-28 11:49:34,D,1,3B004C3227,3241-58135,RNG,M,03/22/26,N,FD,AHY,3,3,Y,Y,19.6,20.5,77.7,
3B004C3227,1,2026-04-28 11:49:35,D,1,3B004C3227,3241-58135,RNG,M,03/22/26,N,FD,AHY,3,3,Y,Y,19.6,20.5,77.7,
3B004C3227,1,2026-04-28 11:49:36,D,1,3B004C3227,3241-58135,RNG,M,03/22/26,N,FD,AHY,3,3,Y,Y,19.6,20.5,77.7,
3B004C3227,1,2026-04-28 11:49:37,D,1,3B004C3227,3241-58135,RNG,M,03/22/26,N,FD,AHY,3,3,Y,Y,19.6,20.5,77.7,
3B004C3227,1,2026-04-28 11:49:38,D,1,3B004C3227,3241-58135,RNG,M,03/22/26,N,FD,AHY,3,3,Y,Y,19.6,20.5,77.7,
3B004C3227,1,2026-04-28 11:49:39,D,1,3B004C3227,3241-58135,RNG,M,03/22/26,N,FD,AHY,3,3,Y,Y,19.6,20.5,77.7,
3B004C3227,1,2026-04-28 11:49:40,D,1,3B004C3227,3241-58135,RNG,M,03/22/26,N,FD,AHY,3,3,Y,Y,19.6,20.5,77.7,
3B004C3227,1,2026-04-28 11:50:21,D,41,3B004C3227,3241-58135,RNG,M,03/22/26,N,FD,AHY,3,3,Y,Y,19.6,20.5,77.7,
3B004C3227,1,2026-04-28 11:50:22,D,1,3B004C3227,3241-58135,RNG,M,03/22/26,N,FD,AHY,3,3,Y,Y,19.6,20.5,77.7,
3B004C3227,1,2026-04-28 11:50:23,D,1,3B004C3227,3241-58135,RNG,M,03/22/26,N,FD,AHY,3,3,Y,Y,19.6,20.5,77.7,
3B004C3227,1,2026-04-28 11:50:24,D,1,3B004C3227,3241-58135,RNG,M,03/22/26,N,FD,AHY,3,3,Y,Y,19.6,20.5,77.7,
3B004C3227,1,2026-04-28 11:50:25,D,1,3B004C3227,3241-58135,RNG,M,03/22/26,N,FD,AHY,3,3,Y,Y,19.6,20.5,77.7,
3B004C3227,1,2026-04-28 11:50:26,D,1,3B004C3227,3241-58135,RNG,M,03/22/26,N,FD,AHY,3,3,Y,Y,19.6,20.5,77.7,
3B004C3227,1,2026-04-28 11:51:41,D,75,3B004C3227,3241-58135,RNG,M,03/22/26,N,FD,AHY,3,3,Y,Y,19.6,20.5,77.7,
3B004C3227,1,2026-04-28 11:51:42,D,1,3B004C3227,3241-58135,RNG,M,03/22/26,N,FD,AHY,3,3,Y,Y,19.6,20.5,77.7,
3B004C3227,1,2026-04-28 11:51:43,D,1,3B004C3227,3241-58135,RNG,M,03/22/26,N,FD,AHY,3,3,Y,Y,19.6,20.5,77.7,
3B004C3227,1,2026-04-28 11:51:44,D,1,3B004C3227,3241-58135,RNG,M,03/22/26,N,FD,AHY,3,3,Y,Y,19.6,20.5,77.7,
3B004C3227,1,2026-04-28 11:51:45,D,1,3B004C3227,3241-58135,RNG,M,03/22/26,N,FD,AHY,3,3,Y,Y,19.6,20.5,77.7,
3B004C3227,1,2026-04-28 11:51:46,D,1,3B004C3227,3241-58135,RNG,M,03/22/26,N,FD,AHY,3,3,Y,Y,19.6,20.5,77.7,
3B004C3227,1,2026-04-28 11:51:47,D,1,3B004C3227,3241-58135,RNG,M,03/22/26,N,FD,AHY,3,3,Y,Y,19.6,20.5,77.7,
3B004C3227,1,2026-04-28 11:51:48,D,1,3B004C3227,3241-58135,RNG,M,03/22/26,N,FD,AHY,3,3,Y,Y,19.6,20.5,77.7,
3B004C3227,1,2026-04-28 11:51:49,D,1,3B004C3227,3241-58135,RNG,M,03/22/26,N,FD,AHY,3,3,Y,Y,19.6,20.5,77.7,
3B004C3227,1,2026-04-28 14:09:25,D,8256,3B004C3227,3241-58135,RNG,M,03/22/26,N,FD,AHY,3,3,Y,Y,19.6,20.5,77.7,
3B004C3227,1,2026-04-28 14:09:26,D,1,3B004C3227,3241-58135,RNG,M,03/22/26,N,FD,AHY,3,3,Y,Y,19.6,20.5,77.7,
3B004C3227,1,2026-04-28 14:09:48,D,22,3B004C3227,3241-58135,RNG,M,03/22/26,N,FD,AHY,3,3,Y,Y,19.6,20.5,77.7,
3B004C3227,1,2026-04-28 14:09:50,D,2,3B004C3227,3241-58135,RNG,M,03/22/26,N,FD,AHY,3,3,Y,Y,19.6,20.5,77.7,
3B004C3227,1,2026-04-28 14:09:51,D,1,3B004C3227,3241-58135,RNG,M,03/22/26,N,FD,AHY,3,3,Y,Y,19.6,20.5,77.7,
3B004C3227,1,2026-04-28 14:10:32,D,41,3B004C3227,3241-58135,RNG,M,03/22/26,N,FD,AHY,3,3,Y,Y,19.6,20.5,77.7,
3B004C3227,1,2026-04-28 14:10:33,D,1,3B004C3227,3241-58135,RNG,M,03/22/26,N,FD,AHY,3,3,Y,Y,19.6,20.5,77.7,
3B004C3227,1,2026-04-28 14:10:34,D,1,3B004C3227,3241-58135,RNG,M,03/22/26,N,FD,AHY,3,3,Y,Y,19.6,20.5,77.7,
3B004C3227,1,2026-04-28 14:10:35,D,1,3B004C3227,3241-58135,RNG,M,03/22/26,N,FD,AHY,3,3,Y,Y,19.6,20.5,77.7,
3B004C3227,1,2026-04-28 14:11:13,D,38,3B004C3227,3241-58135,RNG,M,03/22/26,N,FD,AHY,3,3,Y,Y,19.6,20.5,77.7,
3B004C3227,1,2026-04-28 14:11:14,D,1,3B004C3227,3241-58135,RNG,M,03/22/26,N,FD,AHY,3,3,Y,Y,19.6,20.5,77.7,
3B004C3227,1,2026-04-28 14:11:15,D,1,3B004C3227,3241-58135,RNG,M,03/22/26,N,FD,AHY,3,3,Y,Y,19.6,20.5,77.7,
3B004C3227,1,2026-04-28 14:11:16,D,1,3B004C3227,3241-58135,RNG,M,03/22/26,N,FD,AHY,3,3,Y,Y,19.6,20.5,77.7,
3B004C3227,1,2026-04-28 14:11:27,D,11,3B004C3227,3241-58135,RNG,M,03/22/26,N,FD,AHY,3,3,Y,Y,19.6,20.5,77.7,
3B004C3227,1,2026-04-28 14:11:28,D,1,3B004C3227,3241-58135,RNG,M,03/22/26,N,FD,AHY,3,3,Y,Y,19.6,20.5,77.7,
3B004C3227,1,2026-04-28 14:11:29,D,1,3B004C3227,3241-58135,RNG,M,03/22/26,N,FD,AHY,3,3,Y,Y,19.6,20.5,77.7,
3B004C3227,1,2026-04-28 14:11:30,D,1,3B004C3227,3241-58135,RNG,M,03/22/26,N,FD,AHY,3,3,Y,Y,19.6,20.5,77.7,
3B004C3227,1,2026-04-28 14:11:31,D,1,3B004C3227,3241-58135,RNG,M,03/22/26,N,FD,AHY,3,3,Y,Y,19.6,20.5,77.7,
3B004C3227,1,2026-04-28 14:11:32,D,1,3B004C3227,3241-58135,RNG,M,03/22/26,N,FD,AHY,3,3,Y,Y,19.6,20.5,77.7,
3B004C3227,1,2026-04-28 14:12:04,D,32,3B004C3227,3241-58135,RNG,M,03/22/26,N,FD,AHY,3,3,Y,Y,19.6,20.5,77.7,
3B004C3227,1,2026-04-28 14:12:05,D,1,3B004C3227,3241-58135,RNG,M,03/22/26,N,FD,AHY,3,3,Y,Y,19.6,20.5,77.7,
3B004C3227,1,2026-04-28 14:12:06,D,1,3B004C3227,3241-58135,RNG,M,03/22/26,N,FD,AHY,3,3,Y,Y,19.6,20.5,77.7,
3B004C3227,1,2026-04-28 14:12:07,D,1,3B004C3227,3241-58135,RNG,M,03/22/26,N,FD,AHY,3,3,Y,Y,19.6,20.5,77.7,
3B004C3227,1,2026-04-28 14:12:08,D,1,3B004C3227,3241-58135,RNG,M,03/22/26,N,FD,AHY,3,3,Y,Y,19.6,20.5,77.7,
3B004C3227,1,2026-04-28 18:39:45,D,16057,3B004C3227,3241-58135,RNG,M,03/22/26,N,FD,AHY,3,3,Y,Y,19.6,20.5,77.7,
3B004C3227,1,2026-04-28 18:39:46,D,1,3B004C3227,3241-58135,RNG,M,03/22/26,N,FD,AHY,3,3,Y,Y,19.6,20.5,77.7,
3B004C3227,1,2026-04-28 18:40:27,D,41,3B004C3227,3241-58135,RNG,M,03/22/26,N,FD,AHY,3,3,Y,Y,19.6,20.5,77.7,
3B004C3227,1,2026-04-28 18:40:28,D,1,3B004C3227,3241-58135,RNG,M,03/22/26,N,FD,AHY,3,3,Y,Y,19.6,20.5,77.7,
3B004C3227,1,2026-04-28 18:40:29,D,1,3B004C3227,3241-58135,RNG,M,03/22/26,N,FD,AHY,3,3,Y,Y,19.6,20.5,77.7,
3B004C3227,1,2026-04-28 18:40:30,D,1,3B004C3227,3241-58135,RNG,M,03/22/26,N,FD,AHY,3,3,Y,Y,19.6,20.5,77.7,
3B004C3227,1,2026-04-28 18:41:02,D,32,3B004C3227,3241-58135,RNG,M,03/22/26,N,FD,AHY,3,3,Y,Y,19.6,20.5,77.7,
3B004C3227,1,2026-04-28 18:42:17,D,75,3B004C3227,3241-58135,RNG,M,03/22/26,N,FD,AHY,3,3,Y,Y,19.6,20.5,77.7,
3B004C3227,1,2026-04-28 18:42:18,D,1,3B004C3227,3241-58135,RNG,M,03/22/26,N,FD,AHY,3,3,Y,Y,19.6,20.5,77.7,
3B004C3227,1,2026-04-28 18:42:19,D,1,3B004C3227,3241-58135,RNG,M,03/22/26,N,FD,AHY,3,3,Y,Y,19.6,20.5,77.7,
3B004C3227,1,2026-04-28 18:42:20,D,1,3B004C3227,3241-58135,RNG,M,03/22/26,N,FD,AHY,3,3,Y,Y,19.6,20.5,77.7,
3B004C3227,1,2026-04-28 18:42:21,D,1,3B004C3227,3241-58135,RNG,M,03/22/26,N,FD,AHY,3,3,Y,Y,19.6,20.5,77.7,
3B004C3227,1,2026-04-28 18:42:57,D,36,3B004C3227,3241-58135,RNG,M,03/22/26,N,FD,AHY,3,3,Y,Y,19.6,20.5,77.7,
3B004C3227,1,2026-04-28 18:42:58,D,1,3B004C3227,3241-58135,RNG,M,03/22/26,N,FD,AHY,3,3,Y,Y,19.6,20.5,77.7,
3B004C3227,1,2026-04-28 18:42:59,D,1,3B004C3227,3241-58135,RNG,M,03/22/26,N,FD,AHY,3,3,Y,Y,19.6,20.5,77.7,
3B004C3227,1,2026-04-28 18:43:01,D,2,3B004C3227,3241-58135,RNG,M,03/22/26,N,FD,AHY,3,3,Y,Y,19.6,20.5,77.7,
3B004C3227,1,2026-04-28 18:43:02,D,1,3B004C3227,3241-58135,RNG,M,03/22/26,N,FD,AHY,3,3,Y,Y,19.6,20.5,77.7,
3B004C3227,1,2026-04-29 08:13:58,D,48656,3B004C3227,3241-58135,RNG,M,03/22/26,N,FD,AHY,3,3,Y,Y,19.6,20.5,77.7,
3B004C3227,1,2026-04-29 08:13:59,D,1,3B004C3227,3241-58135,RNG,M,03/22/26,N,FD,AHY,3,3,Y,Y,19.6,20.5,77.7,
3B004C3227,1,2026-04-29 08:14:27,D,28,3B004C3227,3241-58135,RNG,M,03/22/26,N,FD,AHY,3,3,Y,Y,19.6,20.5,77.7,
3B004C3227,1,2026-04-29 08:14:28,D,1,3B004C3227,3241-58135,RNG,M,03/22/26,N,FD,AHY,3,3,Y,Y,19.6,20.5,77.7,
3B004C3227,1,2026-04-29 08:14:29,D,1,3B004C3227,3241-58135,RNG,M,03/22/26,N,FD,AHY,3,3,Y,Y,19.6,20.5,77.7,
3B004C3227,1,2026-04-29 08:14:55,D,26,3B004C3227,3241-58135,RNG,M,03/22/26,N,FD,AHY,3,3,Y,Y,19.6,20.5,77.7,
3B004C3227,1,2026-04-29 08:14:56,D,1,3B004C3227,3241-58135,RNG,M,03/22/26,N,FD,AHY,3,3,Y,Y,19.6,20.5,77.7,
3B004C3227,1,2026-04-29 08:14:57,D,1,3B004C3227,3241-58135,RNG,M,03/22/26,N,FD,AHY,3,3,Y,Y,19.6,20.5,77.7,
3B004C3227,1,2026-04-29 08:14:58,D,1,3B004C3227,3241-58135,RNG,M,03/22/26,N,FD,AHY,3,3,Y,Y,19.6,20.5,77.7,
3B004C3227,1,2026-04-29 08:14:59,D,1,3B004C3227,3241-58135,RNG,M,03/22/26,N,FD,AHY,3,3,Y,Y,19.6,20.5,77.7,
3B004C3227,1,2026-04-29 08:15:00,D,1,3B004C3227,3241-58135,RNG,M,03/22/26,N,FD,AHY,3,3,Y,Y,19.6,20.5,77.7,
3B004C3227,1,2026-04-29 08:15:01,D,1,3B004C3227,3241-58135,RNG,M,03/22/26,N,FD,AHY,3,3,Y,Y,19.6,20.5,77.7,
3B004C3227,1,2026-04-29 08:15:02,D,1,3B004C3227,3241-58135,RNG,M,03/22/26,N,FD,AHY,3,3,Y,Y,19.6,20.5,77.7,
3B004C3227,1,2026-04-29 08:15:19,D,17,3B004C3227,3241-58135,RNG,M,03/22/26,N,FD,AHY,3,3,Y,Y,19.6,20.5,77.7,
3B004C3227,1,2026-04-29 08:15:20,D,1,3B004C3227,3241-58135,RNG,M,03/22/26,N,FD,AHY,3,3,Y,Y,19.6,20.5,77.7,
3B004C3227,1,2026-04-29 08:15:21,D,1,3B004C3227,3241-58135,RNG,M,03/22/26,N,FD,AHY,3,3,Y,Y,19.6,20.5,77.7,
3B004C3227,1,2026-04-29 08:15:22,D,1,3B004C3227,3241-58135,RNG,M,03/22/26,N,FD,AHY,3,3,Y,Y,19.6,20.5,77.7,
3B004C3227,1,2026-04-29 08:15:23,D,1,3B004C3227,3241-58135,RNG,M,03/22/26,N,FD,AHY,3,3,Y,Y,19.6,20.5,77.7,
3B004C3227,1,2026-04-29 08:15:24,D,1,3B004C3227,3241-58135,RNG,M,03/22/26,N,FD,AHY,3,3,Y,Y,19.6,20.5,77.7,
3B004C3227,1,2026-04-29 08:15:49,D,25,3B004C3227,3241-58135,RNG,M,03/22/26,N,FD,AHY,3,3,Y,Y,19.6,20.5,77.7,
3B004C3227,1,2026-04-29 08:15:50,D,1,3B004C3227,3241-58135,RNG,M,03/22/26,N,FD,AHY,3,3,Y,Y,19.6,20.5,77.7,
3B004C3227,1,2026-04-29 08:15:51,D,1,3B004C3227,3241-58135,RNG,M,03/22/26,N,FD,AHY,3,3,Y,Y,19.6,20.5,77.7,
3B004C3227,1,2026-04-29 08:15:52,D,1,3B004C3227,3241-58135,RNG,M,03/22/26,N,FD,AHY,3,3,Y,Y,19.6,20.5,77.7,
3B004C3227,1,2026-04-29 08:15:53,D,1,3B004C3227,3241-58135,RNG,M,03/22/26,N,FD,AHY,3,3,Y,Y,19.6,20.5,77.7,
3B004C3227,1,2026-04-29 08:15:54,D,1,3B004C3227,3241-58135,RNG,M,03/22/26,N,FD,AHY,3,3,Y,Y,19.6,20.5,77.7,
3B004C3227,1,2026-04-29 08:15:55,D,1,3B004C3227,3241-58135,RNG,M,03/22/26,N,FD,AHY,3,3,Y,Y,19.6,20.5,77.7,
3B004C3227,1,2026-04-29 08:16:23,D,28,3B004C3227,3241-58135,RNG,M,03/22/26,N,FD,AHY,3,3,Y,Y,19.6,20.5,77.7,
3B004C3227,1,2026-04-29 08:16:24,D,1,3B004C3227,3241-58135,RNG,M,03/22/26,N,FD,AHY,3,3,Y,Y,19.6,20.5,77.7,
3B004C3227,1,2026-04-29 08:16:25,D,1,3B004C3227,3241-58135,RNG,M,03/22/26,N,FD,AHY,3,3,Y,Y,19.6,20.5,77.7,
3B004C3227,1,2026-04-29 08:16:26,D,1,3B004C3227,3241-58135,RNG,M,03/22/26,N,FD,AHY,3,3,Y,Y,19.6,20.5,77.7,
3B004C3227,1,2026-04-29 08:16:28,D,2,3B004C3227,3241-58135,RNG,M,03/22/26,N,FD,AHY,3,3,Y,Y,19.6,20.5,77.7,
3B004C3227,1,2026-04-29 10:23:13,D,7605,3B004C3227,3241-58135,RNG,M,03/22/26,N,FD,AHY,3,3,Y,Y,19.6,20.5,77.7,
3B004C3227,1,2026-04-29 10:23:14,D,1,3B004C3227,3241-58135,RNG,M,03/22/26,N,FD,AHY,3,3,Y,Y,19.6,20.5,77.7,
3B004C3227,1,2026-04-29 10:23:15,D,1,3B004C3227,3241-58135,RNG,M,03/22/26,N,FD,AHY,3,3,Y,Y,19.6,20.5,77.7,
3B004C3227,1,2026-04-29 10:23:17,D,2,3B004C3227,3241-58135,RNG,M,03/22/26,N,FD,AHY,3,3,Y,Y,19.6,20.5,77.7,
3B004C3227,1,2026-04-29 10:23:44,D,27,3B004C3227,3241-58135,RNG,M,03/22/26,N,FD,AHY,3,3,Y,Y,19.6,20.5,77.7,
